,Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price,Property_type,Location
9595,3.0,4.0,4.0,no,no,no,150000000.0,house,Eti-Osa
9596,4.0,4.0,5.0,yes,no,no,78000000.0,house,Eti-Osa
9597,6.0,6.0,7.0,yes,no,no,750000000.0,house,Eti-Osa
9598,3.0,3.0,5.0,no,no,yes,1123750000.0,apartment,Eti-Osa
9599,3.0,3.0,3.0,no,no,yes,220000000.0,house,Eti-Osa
9600,3.0,3.0,4.0,no,no,yes,225000000.0,apartment,Eti-Osa
9601,4.0,4.0,5.0,yes,no,no,285000000.0,house,Eti-Osa
9602,5.0,5.0,6.0,yes,no,yes,650000000.0,house,Eti-Osa
9603,3.0,3.0,3.0,no,no,yes,220000000.0,house,Eti-Osa
9604,4.0,3.0,4.0,no,no,yes,400000000.0,house,Eti-Osa
9605,5.0,5.0,6.0,yes,no,yes,950000000.0,house,Eti-Osa
9606,3.0,3.0,4.0,yes,no,yes,160000000.0,apartment,Eti-Osa
9607,5.0,5.0,6.0,yes,no,yes,650000000.0,house,Eti-Osa
9608,4.0,4.0,5.0,yes,no,no,520000000.0,house,Eti-Osa
9610,10.0,10.0,10.0,yes,yes,yes,1500000000.0,house,Eti-Osa
9611,3.0,3.0,4.0,no,no,yes,300000000.0,apartment,Eti-Osa
9612,5.0,5.0,6.0,yes,no,no,950000000.0,house,Eti-Osa
9613,3.0,3.0,4.0,yes,no,yes,240000000.0,apartment,Eti-Osa
9614,3.0,3.0,4.0,no,no,yes,150000000.0,apartment,Eti-Osa
9615,3.0,3.0,4.0,no,no,yes,678125000.0,apartment,Eti-Osa
9618,0.0,0.0,0.0,no,no,no,200000000.0,apartment,Eti-Osa
9619,4.0,4.0,5.0,no,no,no,525000000.0,apartment,Eti-Osa
9620,5.0,5.0,6.0,no,no,no,950000000.0,house,Eti-Osa
9621,2.0,2.0,3.0,no,no,yes,550250000.0,apartment,Eti-Osa
9622,0.0,0.0,0.0,yes,no,yes,500000000.0,apartment,Eti-Osa
9623,3.0,3.0,4.0,no,no,yes,280000000.0,house,Eti-Osa
9624,4.0,4.0,5.0,yes,no,yes,170000000.0,apartment,Eti-Osa
9626,5.0,4.0,5.0,no,no,no,500000000.0,apartment,Eti-Osa
9627,4.0,4.0,5.0,yes,no,no,470000000.0,house,Eti-Osa
9628,5.0,5.0,6.0,yes,no,no,1200000000.0,house,Eti-Osa
9629,5.0,5.0,6.0,yes,no,no,950500000.0,house,Eti-Osa
9631,4.0,4.0,5.0,yes,no,yes,750000000.0,house,Eti-Osa
9632,3.0,3.0,4.0,no,no,yes,400000000.0,apartment,Eti-Osa
9633,4.0,3.0,4.0,no,no,yes,300000000.0,house,Eti-Osa
9634,4.0,4.0,5.0,no,no,yes,620000000.0,house,Eti-Osa
9635,4.0,4.0,5.0,no,no,yes,220000000.0,apartment,Eti-Osa
9636,3.0,3.0,4.0,no,no,yes,200000000.0,house,Eti-Osa
9638,4.0,4.0,5.0,no,no,yes,658750000.0,house,Eti-Osa
9639,4.0,4.0,5.0,yes,no,yes,350000000.0,apartment,Eti-Osa
9640,2.0,2.0,3.0,no,no,yes,150000000.0,apartment,Eti-Osa
9641,4.0,4.0,5.0,yes,no,no,850000000.0,house,Eti-Osa
9642,4.0,4.0,5.0,no,no,yes,350000000.0,house,Eti-Osa
9644,4.0,4.0,5.0,no,no,yes,420000000.0,house,Eti-Osa
9645,5.0,5.0,6.0,yes,no,no,880000000.0,house,Eti-Osa
9646,3.0,4.0,4.0,no,yes,no,135000000.0,house,Ikeja
9647,4.0,5.0,5.0,yes,yes,no,90000000.0,house,Ikeja
9648,5.0,0.0,0.0,yes,no,no,450000000.0,house,Eti-Osa
9649,5.0,5.0,6.0,no,no,no,130000000.0,house,Ikeja
9650,4.0,0.0,0.0,yes,no,no,600000000.0,house,Eti-Osa
9651,5.0,0.0,0.0,no,no,no,400000000.0,house,Eti-Osa
9652,2.0,2.0,3.0,yes,no,no,50000000.0,apartment,Surulere
9653,2.0,2.0,3.0,yes,no,no,50000000.0,apartment,Surulere
9654,2.0,2.0,3.0,yes,no,no,50000000.0,apartment,Surulere
9655,6.0,6.0,6.0,no,no,no,600000000.0,house,Eti-Osa
9656,3.0,3.0,4.0,no,no,no,1400000.0,apartment,Ikeja
9657,4.0,4.0,4.0,no,no,no,80000000.0,house,Epe
9658,4.0,4.0,5.0,no,no,no,75000000.0,house,Eti-Osa
9659,5.0,5.0,6.0,no,no,no,125000000.0,house,Eti-Osa
9660,4.0,5.0,5.0,yes,yes,no,85000000.0,house,Ikeja
9661,4.0,4.0,5.0,no,no,no,100000000.0,house,Eti-Osa
9662,3.0,3.0,4.0,yes,no,no,45000000.0,house,Eti-Osa
9663,3.0,3.0,4.0,no,no,no,45000000.0,house,Eti-Osa
9664,4.0,4.0,5.0,no,no,no,65000000.0,house,Eti-Osa
9665,3.0,3.0,4.0,no,no,yes,150000000.0,house,Eti-Osa
9666,4.0,4.0,5.0,yes,no,no,200000000.0,house,Ikeja
9667,5.0,5.0,6.0,yes,no,no,940000000.0,house,Eti-Osa
9668,3.0,3.0,4.0,no,no,no,1200000000.0,house,Eti-Osa
9669,2.0,3.0,3.0,no,no,no,40000000.0,house,Eti-Osa
9670,6.0,7.0,7.0,no,no,no,950000000.0,house,Ikeja
9671,4.0,4.0,5.0,no,no,no,55000000.0,house,Eti-Osa
9672,2.0,2.0,3.0,yes,no,no,58000000.0,house,Eti-Osa
9673,2.0,3.0,3.0,no,no,no,30000000.0,house,Ifako-Ijaiye
9674,4.0,4.0,5.0,yes,no,no,110000000.0,house,Eti-Osa
9675,4.0,4.0,5.0,yes,no,no,95000000.0,house,Eti-Osa
9676,3.0,3.0,3.0,no,no,no,80000000.0,house,Eti-Osa
9677,4.0,4.0,5.0,yes,no,no,110000000.0,apartment,Kosofe
9678,4.0,4.0,5.0,no,no,no,280000000.0,house,Eti-Osa
9679,4.0,4.0,5.0,no,no,no,48000000.0,house,Eti-Osa
9680,5.0,5.0,6.0,no,no,no,250000000.0,house,Eti-Osa
9681,5.0,0.0,6.0,yes,no,no,1500000000.0,house,Eti-Osa
9682,2.0,0.0,0.0,no,no,no,28000000.0,house,Alimosho
9684,4.0,0.0,0.0,no,no,no,90000000.0,house,Eti-Osa
9685,4.0,4.0,5.0,yes,no,no,190000000.0,house,Ikeja
9686,5.0,5.0,6.0,yes,no,no,85000000.0,house,Lagos Mainland
9687,4.0,0.0,5.0,yes,no,no,570000000.0,house,Eti-Osa
9688,0.0,0.0,0.0,no,no,no,75000000.0,apartment,Alimosho
9689,0.0,0.0,0.0,yes,yes,yes,350000000.0,apartment,Eti-Osa
9690,3.0,3.0,4.0,no,no,no,125000000.0,house,Kosofe
9691,3.0,0.0,4.0,yes,no,yes,66000000.0,apartment,Lagos Mainland
9692,0.0,0.0,0.0,no,no,no,130000000.0,apartment,Surulere
9693,4.0,4.0,5.0,yes,no,no,40000000.0,house,Eti-Osa
9694,4.0,5.0,5.0,no,no,no,130000000.0,house,Ifako-Ijaiye
9695,5.0,5.0,6.0,no,no,yes,48000000.0,house,Eti-Osa
9696,2.0,2.0,3.0,yes,no,no,75000000.0,apartment,Eti-Osa
9697,2.0,0.0,0.0,no,no,no,26000000.0,apartment,Eti-Osa
9698,3.0,3.0,3.0,no,no,no,15000000.0,house,Alimosho
9699,4.0,0.0,0.0,no,no,no,10000000.0,house,Ikorodu
9700,4.0,0.0,0.0,no,no,no,160000000.0,house,Ikeja
9701,5.0,5.0,6.0,yes,no,no,100000000.0,house,Eti-Osa
9702,4.0,0.0,0.0,no,no,no,100000000.0,house,Ikeja
9703,4.0,0.0,0.0,no,no,no,60000000.0,house,Eti-Osa
9704,3.0,4.0,4.0,yes,no,no,75000000.0,apartment,Ikeja
9705,4.0,5.0,5.0,no,no,no,150000000.0,house,Ikeja
9706,5.0,4.0,5.0,no,no,no,120000000.0,house,Alimosho
9707,3.0,3.0,4.0,no,no,no,90000000.0,apartment,Eti-Osa
9708,4.0,4.0,4.0,no,no,no,10000000.0,house,Alimosho
9709,4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
9710,3.0,0.0,0.0,yes,no,yes,150000000.0,apartment,Eti-Osa
9711,0.0,0.0,0.0,no,no,no,35000000.0,apartment,Alimosho
9712,3.0,0.0,0.0,no,no,no,10000000.0,house,Ikorodu
9713,3.0,4.0,4.0,yes,no,yes,130000000.0,apartment,Eti-Osa
9714,3.0,0.0,0.0,no,no,no,45000000.0,house,Alimosho
9715,4.0,4.0,5.0,yes,no,no,77000000.0,house,Eti-Osa
9716,3.0,3.0,3.0,yes,no,no,55000000.0,apartment,Ifako-Ijaiye
9717,5.0,0.0,0.0,no,no,no,130000000.0,house,Ifako-Ijaiye
9718,4.0,5.0,5.0,yes,no,no,250000000.0,house,Eti-Osa
9719,5.0,5.0,6.0,yes,no,yes,220000000.0,house,Ikeja
9720,3.0,4.0,4.0,yes,no,no,88000000.0,apartment,Eti-Osa
9721,6.0,6.0,6.0,no,no,no,90000000.0,house,Ikorodu
9722,5.0,6.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
9723,0.0,0.0,0.0,no,no,no,350000000.0,apartment,Eti-Osa
9724,3.0,3.0,4.0,no,no,no,15000000.0,house,Ojo
9725,3.0,0.0,0.0,no,no,no,70000000.0,house,Ikeja
9726,4.0,4.0,4.0,no,no,yes,150000000.0,apartment,Eti-Osa
9727,4.0,4.0,5.0,no,no,no,55000000.0,house,Oshodi-Isolo
9728,4.0,5.0,5.0,no,yes,no,30000000.0,house,Badagry
9729,4.0,4.0,5.0,yes,no,no,120000000.0,house,Eti-Osa
9730,0.0,0.0,0.0,no,no,no,10000000.0,apartment,Lagos Mainland
9731,4.0,4.0,4.0,yes,no,no,130000000.0,house,Eti-Osa
9732,4.0,5.0,5.0,no,no,no,125000000.0,house,Ikeja
9733,3.0,3.0,4.0,no,no,no,75000000.0,apartment,Eti-Osa
9734,2.0,2.0,3.0,no,no,no,39000000.0,house,Eti-Osa
9735,2.0,0.0,0.0,yes,no,yes,90000000.0,house,Eti-Osa
9736,2.0,2.0,3.0,no,no,no,45000000.0,house,Eti-Osa
9737,4.0,4.0,5.0,no,no,no,140000000.0,house,Eti-Osa
9738,4.0,4.0,4.0,no,no,no,130000000.0,house,Kosofe
9739,5.0,5.0,4.0,yes,yes,yes,1000000000.0,house,Eti-Osa
9740,5.0,5.0,6.0,no,no,no,140000000.0,house,Eti-Osa
9741,4.0,4.0,5.0,no,no,no,30000000.0,house,Ikeja
9742,4.0,0.0,0.0,no,no,no,245000000.0,house,Ikeja
9743,4.0,4.0,5.0,no,no,yes,145000000.0,house,Eti-Osa
9744,5.0,0.0,0.0,yes,no,no,140000000.0,house,Eti-Osa
9745,5.0,0.0,0.0,no,no,no,140000000.0,house,Eti-Osa
9746,3.0,3.0,4.0,no,no,no,40000000.0,house,Ikeja
9747,5.0,6.0,6.0,yes,yes,no,230000000.0,house,Kosofe
9748,5.0,5.0,6.0,no,no,no,60000000.0,house,Eti-Osa
9749,4.0,5.0,5.0,no,no,no,310000000.0,house,Kosofe
9750,3.0,0.0,0.0,no,no,no,60000000.0,apartment,Alimosho
9751,5.0,0.0,0.0,no,no,no,150000000.0,house,Ikeja
9752,4.0,4.0,4.0,no,no,no,85000000.0,house,Ifako-Ijaiye
9753,4.0,5.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
9754,6.0,6.0,7.0,no,no,no,120000000.0,house,Amuwo-Odofin
9755,5.0,6.0,6.0,yes,no,no,145000000.0,house,Eti-Osa
9756,5.0,5.0,6.0,yes,no,no,40000000.0,house,Eti-Osa
9757,4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
9758,1.0,0.0,0.0,no,no,no,35000000.0,house,Surulere
9759,4.0,0.0,0.0,no,no,no,140000000.0,house,Epe
9760,5.0,6.0,6.0,yes,no,no,185000000.0,house,Eti-Osa
9761,9.0,10.0,10.0,no,no,no,120000000.0,house,Eti-Osa
9762,5.0,5.0,6.0,no,no,no,350000000.0,house,Eti-Osa
9763,2.0,2.0,3.0,yes,no,no,31000000.0,house,Eti-Osa
9765,4.0,4.0,5.0,no,no,no,140000000.0,house,Eti-Osa
9766,3.0,3.0,4.0,yes,no,yes,85000000.0,apartment,Kosofe
9767,5.0,5.0,6.0,no,no,no,110000000.0,house,Eti-Osa
9768,4.0,4.0,4.0,no,no,yes,150000000.0,house,Eti-Osa
9769,0.0,0.0,0.0,yes,yes,yes,80000000.0,apartment,Eti-Osa
9770,4.0,0.0,0.0,no,no,no,80000000.0,house,Alimosho
9771,0.0,0.0,0.0,no,no,no,353981250.0,apartment,Eti-Osa
9772,5.0,0.0,0.0,no,no,no,245000000.0,house,Ikeja
9773,4.0,4.0,4.0,no,no,no,38000000.0,house,Ikeja
9774,4.0,4.0,4.0,no,no,no,95000000.0,house,Kosofe
9775,0.0,0.0,0.0,no,no,no,200000000.0,apartment,Eti-Osa
9776,4.0,4.0,4.0,no,no,no,140000000.0,house,Kosofe
9777,3.0,4.0,4.0,no,no,no,45000000.0,house,Surulere
9778,1.0,1.0,2.0,yes,no,no,12000000.0,apartment,Eti-Osa
9779,3.0,4.0,0.0,yes,no,no,95000000.0,house,Lagos Mainland
9781,2.0,2.0,3.0,no,no,no,65000000.0,apartment,Eti-Osa
9782,5.0,5.0,5.0,yes,no,no,200000000.0,house,Eti-Osa
9783,4.0,4.0,4.0,yes,no,no,80000000.0,house,Eti-Osa
9784,5.0,5.0,6.0,yes,no,no,150000000.0,house,Eti-Osa
9785,3.0,3.0,3.0,no,no,no,29000000.0,house,Ikorodu
9786,0.0,0.0,0.0,no,no,no,85000000.0,apartment,Eti-Osa
9787,2.0,0.0,0.0,no,no,no,30000000.0,house,Eti-Osa
9788,4.0,4.0,5.0,no,yes,yes,130000000.0,house,Eti-Osa
9789,4.0,5.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
9790,4.0,6.0,6.0,yes,no,no,85000000.0,house,Eti-Osa
9791,1.0,1.0,1.0,yes,no,no,12500000.0,apartment,Ikeja
9792,4.0,4.0,4.0,yes,no,no,300000000.0,house,Ikeja
9793,4.0,4.0,4.0,yes,yes,no,75000000.0,house,Ikeja
9794,4.0,0.0,0.0,no,no,no,85000000.0,house,Agege
9795,3.0,3.0,4.0,yes,no,no,55000000.0,house,Eti-Osa
9796,2.0,2.0,2.0,no,no,yes,65000000.0,house,Eti-Osa
9797,4.0,4.0,5.0,yes,no,no,75000000.0,apartment,Ifako-Ijaiye
9798,4.0,4.0,5.0,yes,no,no,150000000.0,house,Epe
9799,5.0,5.0,6.0,yes,no,no,160000000.0,house,Eti-Osa
9800,3.0,0.0,0.0,no,no,no,50000000.0,house,Eti-Osa
9801,4.0,5.0,5.0,no,no,no,65000000.0,house,Eti-Osa
9802,3.0,3.0,4.0,no,no,yes,120000000.0,house,Eti-Osa
9803,4.0,4.0,5.0,no,no,no,85000000.0,house,Eti-Osa
9804,4.0,5.0,5.0,no,no,no,140000000.0,house,Ikeja
9805,4.0,4.0,5.0,yes,no,no,60000000.0,house,Eti-Osa
9806,3.0,4.0,4.0,yes,no,no,60000000.0,house,Eti-Osa
9807,4.0,4.0,5.0,no,no,no,57000000.0,house,Eti-Osa
9808,2.0,0.0,0.0,no,no,no,160000000.0,house,Amuwo-Odofin
9809,5.0,5.0,6.0,no,no,no,150000000.0,house,Amuwo-Odofin
9810,4.0,4.0,5.0,no,no,no,750000000.0,house,Eti-Osa
9811,4.0,4.0,4.0,no,no,no,40000000.0,house,Ikeja
9812,3.0,3.0,3.0,yes,no,no,440000000.0,house,Eti-Osa
9813,4.0,4.0,5.0,no,no,no,80000000.0,house,Epe
9814,5.0,0.0,0.0,yes,no,no,130000000.0,house,Ikeja
9815,3.0,3.0,3.0,no,no,no,80000000.0,house,Ikorodu
9816,2.0,3.0,3.0,no,no,yes,35000000.0,house,Eti-Osa
9817,2.0,0.0,0.0,yes,no,no,65000000.0,apartment,Eti-Osa
9818,3.0,0.0,0.0,yes,no,no,78000000.0,house,Eti-Osa
9819,5.0,4.0,0.0,no,no,no,230000000.0,house,Ikeja
9820,5.0,5.0,6.0,yes,no,no,180000000.0,house,Eti-Osa
9821,4.0,4.0,5.0,yes,no,no,102000000.0,house,Eti-Osa
9822,3.0,3.0,3.0,no,no,no,180000000.0,house,Ikeja
9823,4.0,0.0,0.0,no,no,no,220000000.0,house,Epe
9824,5.0,4.0,5.0,yes,yes,no,130000000.0,house,Ikeja
9825,3.0,3.0,4.0,no,no,yes,290000000.0,house,Eti-Osa
9826,3.0,3.0,4.0,no,no,yes,82000000.0,apartment,Eti-Osa
9827,4.0,4.0,5.0,no,no,no,85000000.0,house,Eti-Osa
9828,3.0,4.0,4.0,no,yes,no,110000000.0,house,Kosofe
9829,4.0,5.0,5.0,yes,no,no,68000000.0,house,Eti-Osa
9830,4.0,5.0,5.0,yes,no,no,70000000.0,house,Eti-Osa
9831,3.0,0.0,0.0,no,no,no,28000000.0,house,Ikeja
9832,4.0,0.0,0.0,yes,no,no,135000000.0,house,Eti-Osa
9833,5.0,5.0,6.0,yes,no,no,880000000.0,house,Eti-Osa
9834,3.0,0.0,0.0,no,no,no,80000000.0,house,Ifako-Ijaiye
9835,5.0,6.0,6.0,yes,no,no,195000000.0,house,Eti-Osa
9836,10.0,10.0,10.0,no,yes,no,160000000.0,house,Ikeja
9837,5.0,5.0,6.0,no,no,no,370000000.0,house,Eti-Osa
9838,3.0,2.0,2.0,no,no,no,80000000.0,house,Surulere
9839,5.0,5.0,6.0,yes,yes,no,300000000.0,house,Ikeja
9840,0.0,0.0,0.0,no,no,no,50000000.0,apartment,Eti-Osa
9841,3.0,3.0,4.0,no,no,yes,120000000.0,apartment,Ikeja
9842,7.0,7.0,8.0,no,no,no,35000000.0,house,Eti-Osa
9843,2.0,3.0,3.0,no,no,no,29000000.0,house,Kosofe
9844,4.0,5.0,5.0,no,no,no,170000000.0,house,Ikeja
9845,3.0,5.0,5.0,no,no,no,270000000.0,house,Surulere
9846,5.0,5.0,6.0,yes,no,no,110000000.0,house,Eti-Osa
9847,4.0,5.0,5.0,yes,no,no,120000000.0,house,Ikeja
9848,1.0,2.0,2.0,yes,no,no,7000000.0,apartment,Lagos Mainland
9849,5.0,7.0,7.0,no,no,no,140000000.0,house,Ikeja
9850,4.0,4.0,5.0,no,no,no,120000000.0,house,Kosofe
9851,0.0,0.0,0.0,yes,no,no,125000000.0,apartment,Eti-Osa
9852,4.0,4.0,5.0,yes,no,yes,110000000.0,house,Mushin
9853,3.0,3.0,4.0,no,no,no,9000000.0,house,Ikorodu
9854,3.0,3.0,3.0,no,no,no,43000000.0,house,Ikorodu
9855,5.0,4.0,4.0,no,no,no,160000000.0,house,Ikeja
9856,10.0,10.0,10.0,no,yes,yes,750000000.0,apartment,Eti-Osa
9857,0.0,0.0,0.0,no,no,no,50000000.0,apartment,Eti-Osa
9858,5.0,5.0,5.0,no,no,no,230000000.0,house,Kosofe
9859,5.0,0.0,0.0,no,no,no,180000000.0,house,Ikeja
9860,5.0,6.0,6.0,yes,no,no,100000000.0,house,Eti-Osa
9861,3.0,3.0,3.0,no,no,no,200000000.0,house,Ikeja
9862,2.0,0.0,0.0,no,no,no,28000000.0,house,Eti-Osa
9863,3.0,3.0,3.0,no,yes,no,50000000.0,house,Eti-Osa
9864,6.0,0.0,0.0,no,no,no,580000000.0,house,Eti-Osa
9865,4.0,4.0,5.0,yes,no,no,90000000.0,house,Eti-Osa
9866,3.0,3.0,4.0,no,no,no,40000000.0,house,Surulere
9867,5.0,5.0,6.0,yes,no,no,800000000.0,house,Eti-Osa
9868,5.0,5.0,6.0,yes,no,no,220000000.0,house,Eti-Osa
9869,4.0,4.0,5.0,no,no,no,120000000.0,house,Eti-Osa
9870,0.0,0.0,0.0,no,no,no,48000000.0,apartment,Eti-Osa
9871,1.0,1.0,1.0,no,yes,no,8000000.0,apartment,Lagos Mainland
9872,3.0,3.0,4.0,yes,no,no,30000000.0,house,Ikorodu
9873,2.0,3.0,3.0,yes,no,no,17000000.0,house,Ojo
9874,3.0,0.0,0.0,no,no,no,65000000.0,house,Eti-Osa
9875,4.0,5.0,5.0,yes,no,no,68000000.0,house,Eti-Osa
9876,5.0,6.0,6.0,yes,no,yes,200000000.0,house,Eti-Osa
9877,1.0,1.0,2.0,yes,no,no,30000000.0,apartment,Eti-Osa
9878,3.0,4.0,0.0,no,no,no,55000000.0,house,Alimosho
9879,3.0,3.0,4.0,yes,no,yes,60000000.0,house,Mushin
9880,1.0,1.0,1.0,yes,no,no,3000000.0,apartment,Shomolu
9881,3.0,0.0,0.0,no,no,no,32000000.0,house,Eti-Osa
9882,4.0,5.0,5.0,no,no,no,80000000.0,house,Eti-Osa
9883,3.0,3.0,4.0,no,no,no,200000000.0,house,Ikeja
9884,4.0,5.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
9885,4.0,0.0,0.0,no,no,no,130000000.0,house,Ikeja
9886,4.0,4.0,5.0,yes,no,no,32000000.0,house,Eti-Osa
9887,4.0,4.0,5.0,no,no,yes,140000000.0,house,Eti-Osa
9888,3.0,3.0,3.0,no,no,no,90000000.0,house,Kosofe
9889,4.0,0.0,0.0,no,no,no,75000000.0,house,Eti-Osa
9890,8.0,10.0,10.0,no,no,no,300000000.0,house,Oshodi-Isolo
9891,4.0,5.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
9892,4.0,4.0,5.0,no,no,yes,42000000.0,house,Eti-Osa
9893,3.0,3.0,3.0,no,no,no,60000000.0,house,Kosofe
9894,5.0,5.0,5.0,no,no,no,1000000000.0,house,Ikeja
9895,3.0,4.0,4.0,yes,no,no,35000000.0,house,Eti-Osa
9896,4.0,4.0,5.0,no,no,yes,75000000.0,house,Eti-Osa
9897,3.0,3.0,4.0,no,no,no,260000000.0,apartment,Ikeja
9898,4.0,4.0,5.0,no,no,no,140000000.0,house,Ikeja
9899,4.0,4.0,4.0,yes,yes,no,55000000.0,house,Ikeja
9900,4.0,5.0,4.0,yes,no,yes,53220000.0,house,Eti-Osa
9901,4.0,5.0,5.0,yes,no,no,125000000.0,house,Ikeja
9902,4.0,4.0,5.0,yes,yes,no,55000000.0,house,Eti-Osa
9903,4.0,4.0,5.0,no,no,no,130000000.0,house,Eti-Osa
9904,4.0,4.0,5.0,no,no,yes,150000000.0,house,Eti-Osa
9905,3.0,0.0,0.0,no,no,no,65000000.0,apartment,Lagos Mainland
9906,5.0,5.0,6.0,no,no,no,380000000.0,house,Eti-Osa
9907,3.0,3.0,4.0,no,no,no,135000000.0,apartment,Eti-Osa
9908,2.0,0.0,0.0,no,no,no,28000000.0,house,Ikeja
9909,5.0,6.0,6.0,no,no,no,550000000.0,house,Ikeja
9910,5.0,4.0,4.0,no,no,no,200000000.0,house,Kosofe
9911,4.0,3.0,3.0,no,no,no,18000000.0,house,Alimosho
9912,5.0,0.0,0.0,no,no,no,540000000.0,house,Eti-Osa
9913,4.0,0.0,0.0,no,no,no,150000000.0,house,Eti-Osa
9914,4.0,4.0,5.0,no,no,no,140000000.0,house,Eti-Osa
9915,4.0,4.0,5.0,yes,no,no,68000000.0,house,Eti-Osa
9916,4.0,4.0,5.0,yes,no,no,180000000.0,house,Eti-Osa
9917,2.0,2.0,3.0,yes,no,yes,85000000.0,apartment,Eti-Osa
9918,3.0,4.0,4.0,yes,no,no,46000000.0,house,Eti-Osa
9919,3.0,3.0,4.0,no,no,yes,56000000.0,house,Ikeja
9920,4.0,0.0,0.0,no,no,no,220000000.0,house,Ikeja
9921,4.0,0.0,0.0,no,no,no,280000000.0,house,Ikeja
9922,10.0,0.0,0.0,no,no,no,55000000.0,house,Alimosho
9923,4.0,4.0,5.0,no,no,no,150000000.0,house,Eti-Osa
9924,4.0,4.0,5.0,yes,yes,no,100000000.0,house,Oshodi-Isolo
9925,4.0,0.0,0.0,no,no,no,45000000.0,house,Alimosho
9926,10.0,10.0,10.0,no,no,no,60000000.0,house,Alimosho
9927,3.0,3.0,3.0,no,no,no,60000000.0,house,Ifako-Ijaiye
9928,4.0,4.0,5.0,yes,no,no,95000000.0,house,Eti-Osa
9929,3.0,0.0,0.0,yes,no,no,33000000.0,apartment,Eti-Osa
9930,5.0,5.0,6.0,no,no,yes,250000000.0,house,Eti-Osa
9931,3.0,3.0,3.0,yes,no,no,60000000.0,house,Eti-Osa
9932,2.0,2.0,3.0,no,yes,yes,75000000.0,apartment,Eti-Osa
9933,4.0,4.0,5.0,no,no,no,65000000.0,house,Eti-Osa
9934,3.0,3.0,4.0,yes,no,yes,120000000.0,apartment,Eti-Osa
9935,5.0,0.0,0.0,no,no,no,210000000.0,house,Epe
9936,5.0,0.0,0.0,no,no,no,250000000.0,house,Epe
9937,3.0,3.0,4.0,yes,no,no,25000000.0,house,Eti-Osa
9938,5.0,5.0,6.0,no,no,no,230000000.0,house,Epe
9939,4.0,4.0,5.0,no,no,no,50000000.0,house,Eti-Osa
9940,4.0,5.0,5.0,yes,no,no,220000000.0,house,Eti-Osa
9941,4.0,5.0,4.0,no,no,no,85000000.0,house,Eti-Osa
9942,5.0,0.0,0.0,no,yes,no,95000000.0,house,Kosofe
9943,4.0,4.0,5.0,no,no,no,90000000.0,house,Eti-Osa
9944,3.0,3.0,3.0,no,no,no,57000000.0,house,Kosofe
9945,4.0,4.0,1.0,no,no,yes,55000000.0,house,Eti-Osa
9946,1.0,1.0,0.0,yes,yes,no,40000000.0,apartment,Eti-Osa
9947,4.0,4.0,5.0,yes,no,no,110000000.0,house,Kosofe
9948,4.0,4.0,5.0,yes,no,no,160000000.0,house,Epe
9949,0.0,0.0,0.0,no,no,no,50000000.0,apartment,Eti-Osa
9950,4.0,4.0,5.0,no,no,no,220000000.0,house,Eti-Osa
9951,2.0,2.0,3.0,no,no,no,35000000.0,apartment,Epe
9952,4.0,4.0,5.0,no,no,no,75000000.0,house,Ikeja
9953,6.0,6.0,7.0,no,no,no,185000000.0,house,Oshodi-Isolo
9954,3.0,3.0,4.0,yes,no,yes,90000000.0,apartment,Eti-Osa
9955,3.0,3.0,4.0,no,no,no,40000000.0,house,Eti-Osa
9956,3.0,3.0,3.0,no,no,no,80000000.0,house,Surulere
9957,3.0,3.0,4.0,yes,yes,no,60000000.0,house,Eti-Osa
9958,4.0,4.0,5.0,yes,yes,yes,58000000.0,house,Eti-Osa
9959,4.0,5.0,5.0,no,no,no,125000000.0,house,Ikeja
9960,4.0,4.0,5.0,no,no,yes,280000000.0,house,Eti-Osa
9961,4.0,5.0,5.0,no,no,no,75000000.0,house,Surulere
9962,4.0,4.0,0.0,no,no,no,93000000.0,house,Oshodi-Isolo
9963,2.0,2.0,3.0,yes,no,no,10000000.0,apartment,Lagos Mainland
9964,3.0,3.0,4.0,no,yes,no,55000009.0,apartment,Ikeja
9965,3.0,3.0,4.0,no,yes,no,130000000.0,house,Oshodi-Isolo
9966,2.0,3.0,3.0,yes,no,no,16000000.0,apartment,Lagos Mainland
9967,4.0,0.0,0.0,no,yes,no,55000000.0,apartment,Eti-Osa
9968,2.0,2.0,3.0,no,yes,no,70000000.0,apartment,Eti-Osa
9969,5.0,5.0,6.0,no,no,no,170000000.0,house,Eti-Osa
9970,5.0,5.0,6.0,yes,yes,no,380000000.0,house,Ikeja
9971,4.0,5.0,5.0,no,no,no,120000000.0,house,Ikeja
9972,5.0,0.0,0.0,yes,no,no,195000000.0,house,Eti-Osa
9973,4.0,4.0,5.0,no,no,no,87000000.0,apartment,Epe
9974,4.0,4.0,5.0,no,no,no,135000000.0,house,Eti-Osa
9975,4.0,4.0,5.0,no,no,no,100000000.0,house,Epe
9976,5.0,5.0,5.0,yes,no,no,160000000.0,house,Kosofe
